State,Branch Name,City,Lat,Long,,,,,,
Florida,City Electric Supply Jacksonville Central,Jacksonville Central,30.3359313,-81.6739746,,,,,,
Florida,City Electric Supply Lake City,Lake City,30.1834905,-82.6534134,,,,,,
Florida,City Electric Supply Tampa South,Tampa South,27.888121,-82.515854,,,,,,
Florida,City Electric Supply East Miami Airport,East Miami Airport,25.7967201,-80.2384247,,,,,,
Florida,City Electric Supply Wildwood,Wildwood,28.878303,-82.030077,,,,,,
Florida,City Electric Supply Fort Myers,Fort Myers,26.5687374,-81.8524843,,,,,,
Florida,City Electric Supply Sebring,Sebring,27.5205581,-81.4950947,,,,,,
Florida,City Electric Supply Deland,Deland,29.0131249,-81.3222063,,,,,,
Florida,City Electric Supply Okeechobee,Okeechobee,27.2430042,-80.8440905,,,,,,
Florida,City Electric Supply Wellington,Wellington,26.6359558,-80.2223922,,,,,,
Florida,City Electric Supply Orange Park,Orange Park,30.1347216,-81.7766637,,,,,,
Florida,City Electric Supply Merritt Island,Merritt Island,28.354328,-80.693553,,,,,,
Florida,City Electric Supply Land O Lakes,Land O Lakes,28.1894006,-82.4672475,,,,,,
Florida,City Electric Supply Zephyrhills,Zephyrhills,28.2443117,-82.1860678,,,,,,
Florida,City Electric Supply Fort Walton Beach,Fort Walton Beach,30.4152825,-86.6069679,,,,,,
Florida,City Electric Supply Medley West,Medley West,25.8406526,-80.3264404,,,,,,
Florida,City Electric Supply Tamarac,Tamarac,26.2075773,-80.2881003,,,,,,
Florida,City Electric Supply Fort Myers East,Fort Myers East,26.6620117,-81.8027977,,,,,,
Florida,City Electric Supply Live Oak,Live Oak,30.288024,-82.9549906,,,,,,
Florida,City Electric Supply Hialeah,Hialeah,25.8938957,-80.3313795,,,,,,
Florida,City Electric Supply Destin,Destin,30.3865994,-86.411049,,,,,,
Florida,City Electric Supply Jupiter,Jupiter,26.9389951,-80.0966869,,,,,,
Florida,City Electric Supply Vero Beach,Vero Beach,27.6001397,-80.3839642,,,,,,
Florida,City Electric Supply Palatka,Palatka,29.6462798,-81.674994,,,,,,
Florida,City Electric Supply Naples,Naples,26.224022,-81.782708,,,,,,
Florida,City Electric Supply Fernandina Beach,Fernandina Beach,30.6169704,-81.5109476,,,,,,
Florida,City Electric Supply Jacksonville North,Jacksonville North,30.4522393,-81.6365097,,,,,,
Florida,City Electric Supply Lake Wales,Lake Wales,27.8735775,-81.5976788,,,,,,
Florida,City Electric Supply Carrollwood,Carrollwood,28.0296065,-82.5266111,,,,,,
Florida,City Electric Supply Middleburg,Middleburg,30.072217,-81.86324,,,,,,
Florida,City Electric Supply Mount Dora,Mount Dora,28.8083805,-81.6808607,,,,,,
Florida,City Electric Supply Milton,Milton,30.5794382,-87.0868689,,,,,,
Florida,City Electric Supply Titusville,Titusville,28.6148392,-80.8132061,,,,,,
Florida,City Electric Supply Lecanto,Lecanto,28.8533219,-82.4544915,,,,,,
Florida,City Electric Supply Edgewater,Edgewater,28.9914061,-80.9118451,,,,,,
Florida,City Electric Supply Palm Beach Airport,Palm Beach Airport,26.6927907,-80.0702495,,,,,,
Florida,City Electric Supply Key West,Key West,24.5912419,-81.6800574,,,,,,
Florida,City Electric Supply Rockledge,Rockledge,28.3044675,-80.719099,,,,,,
Florida,City Electric Supply Jacksonville Beach,Jacksonville Beach,30.2864233,-81.4002813,,,,,,
Florida,City Electric Supply Pensacola South,Pensacola South,30.4100901,-87.2631893,,,,,,
Florida,City Electric Supply Fort Pierce,Fort Pierce,27.4053225,-80.3342915,,,,,,
Florida,City Electric Supply Bonita Springs,Bonita Springs,26.3870172,-81.806518,,,,,,
Florida,City Electric Supply Orlando North,Orlando North,28.5887111,-81.4155414,,,,,,
Florida,City Electric Supply Panama City Beach,Panama City Beach,30.2378782,-85.9088506,,,,,,
Florida,City Electric Supply Jacksonville South,Jacksonville South,30.26853,-81.63168,,,,,,
Florida,City Electric Supply Clearwater West,Clearwater West,27.9470916,-82.7990108,,,,,,
Florida,City Electric Supply Pensacola Central,Pensacola Central,30.4761659,-87.2532952,,,,,,
Florida,City Electric Supply Marathon,Marathon,24.7097909,-81.0987634,,,,,,
Georgia,City Electric Supply Midtown Atlanta,Midtown Atlanta,33.7942347,-84.4082594,,,,,,
Georgia,City Electric Supply Savannah Midtown,Savannah Midtown,32.0004782,-81.1207304,,,,,,
Georgia,City Electric Supply Lawrenceville,Lawrenceville,33.975807,-83.982965,,,,,,
Georgia,City Electric Supply Athens,Athens,33.9656995,-83.3481888,,,,,,
Georgia,City Electric Supply Atlanta Airport,Atlanta Airport,33.6239029,-84.4081111,,,,,,
Georgia,City Electric Supply Covington GA,Covington GA,33.5994974,-83.8352217,,,,,,
Georgia,City Electric Supply Duluth,Duluth,33.9643751,-84.1794589,,,,,,
Georgia,City Electric Supply Peachtree City,Peachtree City,33.439028,-84.6063877,,,,,,
Georgia,City Electric Supply Cleveland GA,Cleveland GA,34.5188631,-83.7556274,,,,,,
Georgia,City Electric Supply Gainesville GA,Gainesville GA,34.2750982,-83.844974,,,,,,
Georgia,City Electric Supply Tucker,Tucker,33.8586426,-84.1877282,,,,,,
Georgia,City Electric Supply Rome,Rome,34.2895503,-85.1490104,,,,,,
Georgia,City Electric Supply Brunswick,Brunswick,31.1978809,-81.4919073,,,,,,
Georgia,City Electric Supply Macon,Macon,32.8263627,-83.7202519,,,,,,
Georgia,City Electric Supply Savannah Downtown,Savannah Downtown,32.0758109,-81.0824485,,,,,,
Georgia,City Electric Supply Doraville,Doraville,33.8974847,-84.2487848,,,,,,
Georgia,City Electric Supply Mcdonough,Mcdonough,33.4148759,-84.159093,,,,,,
Georgia,City Electric Supply Alpharetta,Alpharetta,34.1254985,-84.2341732,,,,,,
Georgia,City Electric Supply Lithia Springs,Lithia Springs,33.7922236,-84.6285366,,,,,,
Georgia,City Electric Supply Winder,Winder,33.9900693,-83.7763366,,,,,,
Georgia,City Electric Supply Warner Robins,Warner Robins,32.6131882,-83.6944086,,,,,,
Georgia,City Electric Supply Cartersville,Cartersville,34.1922363,-84.7881433,,,,,,
Georgia,City Electric Supply Marietta,Marietta,33.9425277,-84.5294791,,,,,,
Georgia,City Electric Supply Smyrna,Smyrna,33.8962348,-84.5406641,,,,,,
Georgia,City Electric Supply Columbus,Columbus,39.9625112,-83.0032218,,,,,,
Georgia,City Electric Supply Calhoun,Calhoun,34.4727586,-84.9330872,,,,,,
Georgia,City Electric Supply Augusta West,Augusta West,33.5116593,-82.096309,,,,,,
Georgia,City Electric Supply Dallas,Dallas,32.7766642,-96.7969879,,,,,,
Georgia,City Electric Supply La Grange,La Grange,33.032603,-84.982708,,,,,,
Georgia,City Electric Supply Loganville,Loganville,33.8352835,-83.8890105,,,,,,
Georgia,City Electric Supply Savannah West,Savannah West,32.0753543,-81.1960767,,,,,,
Georgia,City Electric Supply Dalton,Dalton,34.7623638,-84.9648558,,,,,,
Georgia,City Electric Supply Tifton,Tifton,31.4506342,-83.5224085,,,,,,
Georgia,City Electric Supply St. Marys,St. Marys,30.7804745,-81.6290085,,,,,,
Georgia,City Electric Supply Statesboro,Statesboro,32.4487876,-81.7831674,,,,,,
Georgia,City Electric Supply Augusta Downtown,Augusta Downtown,33.4802736,-81.9769908,,,,,,
Georgia,City Electric Supply Hinesville,Hinesville,31.8234517,-81.6281181,,,,,,
Georgia,City Electric Supply Rincon,Rincon,32.3064395,-81.2437637,,,,,,
Georgia,City Electric Supply Griffin,Griffin,33.2441715,-84.3106393,,,,,,
Georgia,City Electric Supply Valdosta,Valdosta,30.8251113,-83.3058811,,,,,,
Georgia,City Electric Supply Albany,Albany,31.571113,-84.131726,,,,,,
Georgia,City Electric Supply Toccoa,Toccoa,34.54046,-83.2698016,,,,,,
Georgia,City Electric Supply Waycross,Waycross,31.2257958,-82.3677421,,,,,,
Georgia,City Electric Supply Young Harris,Young Harris,34.9788529,-83.826918,,,,,,
Georgia,City Electric Supply Lake Oconee,Lake Oconee,33.4427935,-83.2768204,,,,,,
Georgia,City Electric Supply Moultrie,Moultrie,31.1841066,-83.782095,,,,,,
Georgia,City Electric Supply Vidalia,Vidalia,32.2288823,-82.4455527,,,,,,
Georgia,City Electric Supply Hazlehurst,Hazlehurst,31.8536678,-82.6142833,,,,,,
Georgia,City Electric Supply Auburn,Auburn,32.6345697,-85.4346336,,,,,,
Georgia,City Electric Supply Hilton Head,Hilton Head,32.2058121,-80.709399,,,,,,
Georgia,City Electric Supply Tallahassee West,Tallahassee West,32.1574351,-82.907123,,,,,,
Georgia,City Electric Supply Bluffton,Bluffton,32.252731,-80.8537159,,,,,,
Georgia,City Electric Supply Fernandina Beach,Fernandina Beach,32.1574351,-82.907123,,,,,,
Georgia,City Electric Supply Jacksonville Central,Jacksonville Central,32.1574351,-82.907123,,,,,,
Alabama,City Electric Supply Montgomery,Montgomery,32.4072531,-86.2183156,,,,,,
Alabama,City Electric Supply Alabaster,Alabaster,33.1866731,-86.7573545,,,,,,
Alabama,City Electric Supply Birmingham East,Birmingham East,33.5346872,-86.6900622,,,,,,
Alabama,City Electric Supply Mobile Central,Mobile Central,30.695424,-88.1237559,,,,,,
Alabama,City Electric Supply Athens,Athens,34.7893865,-86.9804188,,,,,,
Alabama,City Electric Supply Huntsville,Huntsville,34.7407781,-86.6352277,,,,,,
Alabama,City Electric Supply Mobile West,Mobile West,30.604508,-88.1595351,,,,,,
Alabama,City Electric Supply Tuscaloosa,Tuscaloosa,33.1963398,-87.5574766,,,,,,
Alabama,City Electric Supply Fairhope,Fairhope,30.5592748,-87.8929056,,,,,,
Alabama,City Electric Supply Auburn,Auburn,32.6345697,-85.4346336,,,,,,
Alabama,City Electric Supply Pell City,Pell City,33.6029962,-86.2645385,,,,,,
Alabama,City Electric Supply Birmingham South,Birmingham South,33.3364646,-86.7908634,,,,,,
Alabama,City Electric Supply Foley,Foley,30.4064047,-87.6511487,,,,,,
Kentucky,City Electric Supply Dry Ridge,Dry Ridge,38.6855514,-84.6032999,,,,,,
Kentucky,City Electric Supply Hopkinsville,Hopkinsville,36.8399544,-87.4830185,,,,,,
Kentucky,City Electric Supply Erlanger,Erlanger,39.0369475,-84.6357644,,,,,,
Kentucky,City Electric Supply Clarksville,Clarksville,36.5611768,-87.3159223,,,,,,
Kentucky,City Electric Supply Cincinnati,Cincinnati,39.1695895,-84.4844002,,,,,,
Louisiana,City Electric Supply Gulfport,Gulfport,30.428733,-89.0317259,,,,,,
Louisiana,City Electric Supply Pascagoula,Pascagoula,30.3794931,-88.5352609,,,,,,
Louisiana,City Electric Supply Galveston,Galveston,29.2893414,-94.8497315,,,,,,
Louisiana,City Electric Supply Mobile Central,Mobile Central,30.6953657,-88.0398912,,,,,,
Louisiana,City Electric Supply La Marque,La Marque,29.3905017,-95.0222045,,,,,,
Mississipi,City Electric Supply Gulfport,Gulfport,30.428733,-89.0317259,,,,,,
Mississipi,City Electric Supply Pascagoula,Pascagoula,30.3794931,-88.5352609,,,,,,
Mississipi,City Electric Supply Southaven,Southaven,34.9906526,-89.9927726,,,,,,
Mississipi,City Electric Supply Memphis Southeast,Memphis Southeast,34.9960207,-89.8733424,,,,,,
North Carolina,City Electric Supply Harrisburg,Harrisburg,35.3139238,-80.6695189,,,,,,
North Carolina,City Electric Supply University City,University City,35.2895534,-80.7615978,,,,,,
North Carolina,City Electric Supply Uptown Charlotte,Uptown Charlotte,35.2208727,-80.8573584,,,,,,
North Carolina,City Electric Supply Raleigh North,Raleigh North,35.8935583,-78.5705415,,,,,,
North Carolina,City Electric Supply Washington,Washington,35.5983428,-77.1102785,,,,,,
North Carolina,City Electric Supply North Durham,North Durham,36.0275214,-78.8675659,,,,,,
North Carolina,City Electric Supply Cary,Cary,35.7951539,-78.8055248,,,,,,
North Carolina,City Electric Supply Troutman,Troutman,35.7186179,-80.8983525,,,,,,
North Carolina,City Electric Supply Sunset,Sunset,35.7595731,-79.0192997,,,,,,
North Carolina,City Electric Supply Wake Forest University,Wake Forest University,36.1354887,-80.2792887,,,,,,
North Carolina,City Electric Supply,,Missing City/State,,,,,,,
North Carolina,City Electric Supply Lexington,Lexington,35.8240265,-80.2533838,,,,,,
North Carolina,City Electric Supply Denver,Denver,35.508146,-81.003746,,,,,,
North Carolina,City Electric Supply Durham,Durham,35.9344636,-78.8435549,,,,,,
North Carolina,City Electric Supply Fayetteville,Fayetteville,35.0457294,-78.8622558,,,,,,
North Carolina,City Electric Supply Monroe,Monroe,34.9854275,-80.5495112,,,,,,
North Carolina,City Electric Supply Raleigh,Raleigh,35.8404947,-78.6019555,,,,,,
North Carolina,City Electric Supply Gastonia,Gastonia,35.2642497,-81.1011025,,,,,,
North Carolina,City Electric Supply Greensboro East,Greensboro East,36.0299075,-79.7868419,,,,,,
North Carolina,City Electric Supply Winston Salem Central,Winston Salem Central,36.0724622,-80.2572647,,,,,,
North Carolina,City Electric Supply Hickory,Hickory,35.7416032,-81.3585663,,,,,,
North Carolina,City Electric Supply Boone,Boone,36.2260676,-81.7195889,,,,,,
North Carolina,City Electric Supply Albemarle,Albemarle,35.3487038,-80.1619049,,,,,,
North Carolina,City Electric Supply Concord,Concord,35.4267157,-80.6088941,,,,,,
North Carolina,City Electric Supply Elizabeth City,Elizabeth City,36.2644162,-76.1955538,,,,,,
North Carolina,City Electric Supply Wilson,Wilson,35.764868,-77.9472819,,,,,,
North Carolina,City Electric Supply Salisbury,Salisbury,35.6485706,-80.5018942,,,,,,
North Carolina,City Electric Supply Southern Pines,Southern Pines,35.1377104,-79.4388916,,,,,,
North Carolina,City Electric Supply Wilmington North,Wilmington North,34.2605847,-77.8474058,,,,,,
North Carolina,City Electric Supply Lenoir,Lenoir,35.8887806,-81.5231547,,,,,,
North Carolina,City Electric Supply High Point,High Point,35.93362,-80.01621,,,,,,
North Carolina,City Electric Supply Huntersville,Huntersville,35.3980358,-80.8524722,,,,,,
North Carolina,City Electric Supply Jacksonville,Jacksonville,34.7478745,-77.3772725,,,,,,
North Carolina,City Electric Supply Shelby,Shelby,35.2628067,-81.4703732,,,,,,
North Carolina,City Electric Supply Fort Bragg,Fort Bragg,35.139417,-79.0051756,,,,,,
North Carolina,City Electric Supply North Wilkesboro,North Wilkesboro,36.1628768,-81.1399126,,,,,,
North Carolina,City Electric Supply Fuquay Varina,Fuquay Varina,35.5739649,-78.8011497,,,,,,
North Carolina,City Electric Supply Plaza-midwood,Plaza-midwood,35.224724,-80.817029,,,,,,
North Carolina,City Electric Supply Sanford,Sanford,35.4446577,-79.1368382,,,,,,
North Carolina,City Electric Supply Burlington,Burlington,36.0730476,-79.4282973,,,,,,
North Carolina,City Electric Supply Marion,Marion,35.6953559,-82.0249075,,,,,,
North Carolina,City Electric Supply Chapel Hill,Chapel Hill,35.9702981,-79.0736725,,,,,,
North Carolina,City Electric Supply Thomasville,Thomasville,35.8826369,-80.0819879,,,,,,
North Carolina,City Electric Supply Mooresville,Mooresville,35.5857469,-80.8602333,,,,,,
North Carolina,City Electric Supply Garner,Garner,35.7156893,-78.6293917,,,,,,
North Carolina,City Electric Supply New Bern,New Bern,35.1203978,-77.0808828,,,,,,
North Carolina,City Electric Supply Kernersville,Kernersville,36.0893671,-80.066203,,,,,,
North Carolina,City Electric Supply Newton,Newton,35.6818731,-81.2296927,,,,,,
North Carolina,City Electric Supply Kings Mountain,Kings Mountain,35.2383252,-81.3326917,,,,,,
North Carolina,City Electric Supply Westinghouse,Westinghouse,35.1298683,-80.945891,,,,,,
North Carolina,City Electric Supply Mint Hill,Mint Hill,35.2076488,-80.6693083,,,,,,
North Carolina,City Electric Supply Morganton,Morganton,35.7505492,-81.6835421,,,,,,
North Carolina,City Electric Supply Charlotte West,Charlotte West,35.232795,-80.9249265,,,,,,
North Carolina,City Electric Supply Midland,Midland,35.2462171,-80.5879623,,,,,,
North Carolina,City Electric Supply Knightdale,Knightdale,35.8000385,-78.475893,,,,,,
North Carolina,City Electric Supply Matthews,Matthews,35.1315568,-80.7282368,,,,,,
North Carolina,City Electric Supply Waynesville,Waynesville,35.5167034,-82.9638494,,,,,,
North Carolina,City Electric Supply Lumberton,Lumberton,34.6365303,-79.0018543,,,,,,
North Carolina,City Electric Supply Dunn,Dunn,35.320891,-78.6060156,,,,,,
North Carolina,City Electric Supply Biltmore,Biltmore,35.5632711,-82.5278414,,,,,,
North Carolina,City Electric Supply Kannapolis,Kannapolis,35.5205809,-80.6147549,,,,,,
North Carolina,City Electric Supply Greensboro West,Greensboro West,36.0697093,-79.8847005,,,,,,
North Carolina,City Electric Supply Hendersonville,Hendersonville,35.3045043,-82.4421361,,,,,,
North Carolina,City Electric Supply Franklin,Franklin,35.114899,-83.3895893,,,,,,
North Carolina,City Electric Supply Indian Trail,Indian Trail,35.0923117,-80.6645237,,,,,,
North Carolina,City Electric Supply Concord Mills,Concord Mills,35.3788953,-80.7265416,,,,,,
North Carolina,City Electric Supply Selma,Selma,35.5261912,-78.2955266,,,,,,
North Carolina,City Electric Supply Statesville,Statesville,35.7936726,-80.9214431,,,,,,
North Carolina,City Electric Supply Goldsboro,Goldsboro,35.4146095,-77.9775211,,,,,,
North Carolina,City Electric Supply Greenville,Greenville,35.6115318,-77.3752068,,,,,,
North Carolina,City Electric Supply Reidsville,Reidsville,36.352974,-79.692053,,,,,,
North Carolina,City Electric Supply Brevard,Brevard,35.2488442,-82.7234804,,,,,,
North Carolina,City Electric Supply Apex,Apex,35.7119867,-78.8510974,,,,,,
North Carolina,City Electric Supply Rockingham,Rockingham,34.9393201,-79.7739457,,,,,,
North Carolina,City Electric Supply Mount Airy,Mount Airy,36.5019782,-80.6191456,,,,,,
North Carolina,City Electric Supply Weaverville,Weaverville,35.712043,-82.564973,,,,,,
North Carolina,City Electric Supply Morehead City,Morehead City,34.7422913,-76.8087888,,,,,,
North Carolina,City Electric Supply Asheboro,Asheboro,35.7081426,-79.8264618,,,,,,
North Carolina,City Electric Supply Youngsville,Youngsville,36.03575,-78.50072,,,,,,
North Carolina,City Electric Supply King,King,36.2658217,-80.3589546,,,,,,
North Carolina,City Electric Supply Leland,Leland,34.260595,-78.0684516,,,,,,
North Carolina,City Electric Supply Cleveland Crossing,Cleveland Crossing,35.606783,-78.5516813,,,,,,
North Carolina,City Electric Supply Lincolnton,Lincolnton,35.4740204,-81.1803026,,,,,,
North Carolina,City Electric Supply Roanoke Rapids,Roanoke Rapids,36.4540968,-77.65255,,,,,,
North Carolina,City Electric Supply Zebulon,Zebulon,35.8195098,-78.3237496,,,,,,
North Carolina,City Electric Supply Forest City,Forest City,35.3430868,-81.8879297,,,,,,
North Carolina,City Electric Supply Waxhaw,Waxhaw,34.9344155,-80.7474918,,,,,,
North Carolina,City Electric Supply Research Triangle Park,Research Triangle Park,35.8829939,-78.7460741,,,,,,
North Carolina,City Electric Supply Wadesboro,Wadesboro,34.9652532,-80.0537543,,,,,,
North Carolina,City Electric Supply Clinton,Clinton,34.995348,-78.3202899,,,,,,
North Carolina,City Electric Supply Kinston,Kinston,35.2655148,-77.6372433,,,,,,
North Carolina,City Electric Supply West Jefferson,West Jefferson,36.3776471,-81.4925856,,,,,,
North Carolina,3,#VALUE!,35.7595731,-79.0192997,,,,,,
North Carolina,City Electric Supply Rock Hill,Rock Hill,34.9469857,-81.0427094,,,,,,
North Carolina,City Electric Supply Norfolk Central,Norfolk Central,35.7595731,-79.0192997,,,,,,
North Carolina,City Electric Supply Florence,Florence,34.2199411,-79.7958337,,,,,,
North Carolina,City Electric Supply Virginia Beach,Virginia Beach,36.821389,-76.0659362,,,,,,
North Carolina,City Electric Supply Gaffney,Gaffney,35.0662999,-81.6611161,,,,,,
North Carolina,City Electric Supply Greer,Greer,34.948797,-82.216033,,,,,,
North Carolina,City Electric Supply Myrtle Beach,Myrtle Beach,33.7093315,-78.9035726,,,,,,
North Carolina,City Electric Supply Danville,Danville,36.5951089,-79.4162068,,,,,,
North Carolina,City Electric Supply Johnson City,Johnson City,36.3539557,-82.4063357,,,,,,
North Carolina,City Electric Supply Indian Land,Indian Land,34.9987027,-80.8633367,,,,,,
North Carolina,City Electric Supply Greenville,Greenville,35.6115318,-77.3752068,,,,,,
North Carolina,City Electric Supply Chesapeake,Chesapeake,36.7779218,-76.3771095,,,,,,
North Carolina,City Electric Supply Lancaster,Lancaster,40.0403279,-76.3041833,,,,,,
South Carolina,City Electric Supply Rock Hill,Rock Hill,34.9469857,-81.0427094,,,,,,
South Carolina,City Electric Supply Lexington,Lexington,33.9799666,-81.2820563,,,,,,
South Carolina,City Electric Supply West Columbia,West Columbia,33.9973401,-81.0668103,,,,,,
South Carolina,City Electric Supply Myrtle Beach,Myrtle Beach,33.7093315,-78.9035726,,,,,,
South Carolina,City Electric Supply Florence,Florence,34.2199411,-79.7958337,,,,,,
South Carolina,City Electric Supply Greenville,Greenville,34.8484984,-82.4000158,,,,,,
South Carolina,City Electric Supply Charleston Downtown,Charleston Downtown,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply Rock Hill East,Rock Hill East,34.9659871,-80.9856256,,,,,,
South Carolina,City Electric Supply Mount Pleasant,Mount Pleasant,32.8386832,-79.8691938,,,,,,
South Carolina,City Electric Supply Ne Columbia,Ne Columbia,34.0526969,-80.9833028,,,,,,
South Carolina,City Electric Supply West Ashley,West Ashley,32.792847,-79.989173,,,,,,
South Carolina,City Electric Supply Sumter,Sumter,33.8877032,-80.3465112,,,,,,
South Carolina,City Electric Supply Hilton Head,Hilton Head,32.2058121,-80.709399,,,,,,
